run_id,task_id,agent_id,model_id,model_family,label,seg,n_frag_total,n_steps_total
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-8707,astropy__astropy-8707,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,12,12
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/astropy__astropy-8872,astropy__astropy-8872,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,9,9
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10097,django__django-10097,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10554,django__django-10554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-10999,django__django-10999,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,8,8
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11087,django__django-11087,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11138,django__django-11138,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,18,18
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11141,django__django-11141,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,8,8
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11149,django__django-11149,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11206,django__django-11206,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,16,16
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11239,django__django-11239,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,12,12
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11299,django__django-11299,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,55,55
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11400,django__django-11400,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,28,28
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11433,django__django-11433,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,15,15
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11477,django__django-11477,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,20,20
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11490,django__django-11490,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,36,36
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11555,django__django-11555,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,36,36
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11728,django__django-11728,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,17,17
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11734,django__django-11734,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11790,django__django-11790,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,16,16
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11820,django__django-11820,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,55,55
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11848,django__django-11848,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,12,12
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11885,django__django-11885,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-11964,django__django-11964,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,52,52
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12039,django__django-12039,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,15,15
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12125,django__django-12125,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,24,24
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12262,django__django-12262,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,35,35
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12273,django__django-12273,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,26,26
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12308,django__django-12308,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,55,55
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12325,django__django-12325,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,28,28
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12406,django__django-12406,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,43,43
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12754,django__django-12754,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,53,53
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12774,django__django-12774,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,20,20
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-12965,django__django-12965,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13012,django__django-13012,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,41,41
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13112,django__django-13112,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,42,42
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13121,django__django-13121,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,26,26
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13128,django__django-13128,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,61,61
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13195,django__django-13195,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,12,12
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13212,django__django-13212,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,17,17
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13297,django__django-13297,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,17,17
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13315,django__django-13315,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,33,33
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13344,django__django-13344,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,52,52
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13346,django__django-13346,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13449,django__django-13449,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,33,33
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13512,django__django-13512,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,32,32
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13513,django__django-13513,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,10,10
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13551,django__django-13551,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,20,20
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13568,django__django-13568,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,44,44
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13794,django__django-13794,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13807,django__django-13807,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,38,38
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13810,django__django-13810,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,16,16
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13837,django__django-13837,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,21,21
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13925,django__django-13925,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,22,22
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-13964,django__django-13964,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,98,98
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14011,django__django-14011,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,41,41
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14034,django__django-14034,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,15,15
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14053,django__django-14053,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,11,11
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14140,django__django-14140,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,10,10
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14155,django__django-14155,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,12,12
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14170,django__django-14170,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,23,23
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14311,django__django-14311,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14315,django__django-14315,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,10,10
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14351,django__django-14351,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,58,58
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14376,django__django-14376,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14404,django__django-14404,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,26,26
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14500,django__django-14500,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14534,django__django-14534,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,16,16
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14559,django__django-14559,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,13,13
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14631,django__django-14631,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14725,django__django-14725,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,25,25
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14771,django__django-14771,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,53,53
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-14792,django__django-14792,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,11,11
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15037,django__django-15037,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,26,26
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15098,django__django-15098,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,22,22
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15127,django__django-15127,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,13,13
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15161,django__django-15161,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15252,django__django-15252,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,22,22
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15280,django__django-15280,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,98,98
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15375,django__django-15375,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15380,django__django-15380,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15503,django__django-15503,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,30,30
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15554,django__django-15554,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,84,84
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15563,django__django-15563,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,28,28
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15629,django__django-15629,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,42,42
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15695,django__django-15695,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,27,27
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15732,django__django-15732,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,99,99
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15741,django__django-15741,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15863,django__django-15863,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,14,14
20241029_OpenHands-CodeAct-2.1-sonnet-20241022/django__django-15930,django__django-15930,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,1,step,89,89
