run_id,label
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-16454,0
20260217_mini-v2.0.0_kimi-k2-5-high/sphinx-doc__sphinx-9230,0
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-24539,0
20251124_mini-v1.17.0_minimax-m2/django__django-14140,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11149,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/scikit-learn__scikit-learn-13779,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11999,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14376,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-13128,0
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-10466,0
20260226_mini-v2.0.0_gemini-3-pro-high/pydata__xarray-4966,0
20250726_mini-v1.0.0_gemini-2.5-pro/scikit-learn__scikit-learn-13124,0
20260226_mini-v2.0.0_gemini-3-pro-high/astropy__astropy-13579,0
20260226_mini-v2.0.0_gemini-3-pro-high/sphinx-doc__sphinx-9258,0
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-16032,0
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-9698,0
20260217_mini-v2.0.0_glm-5-high/django__django-11299,0
20260217_mini-v2.0.0_minimax-2-5-high/scikit-learn__scikit-learn-25931,0
20260217_mini-v2.0.0_deepseek-3-2-high/scikit-learn__scikit-learn-14983,0
20260217_mini-v2.0.0_glm-5-high/django__django-14580,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/psf__requests-2317,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sphinx-doc__sphinx-9230,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13551,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-11555,0
20260217_mini-v2.0.0_glm-5-high/pytest-dev__pytest-8399,0
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-24539,0
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15973,0
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15368,0
20250822_mini-v1.9.1_glm-4.5/matplotlib__matplotlib-25775,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-12304,0
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-10844,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-15103,0
20251124_mini-v1.17.0_minimax-m2/django__django-15375,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11400,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-18211,0
20251201_mini-v1.17.1_glm-4.6/django__django-16454,0
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-12096,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13158,0
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-13551,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14311,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13807,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pytest-dev__pytest-6202,0
20260217_mini-v2.0.0_kimi-k2-5-high/pytest-dev__pytest-10081,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/scikit-learn__scikit-learn-25973,0
20251124_mini-v1.17.0_minimax-m2/pytest-dev__pytest-7521,0
20251209_mini-v1.17.2_devstral-2512/pytest-dev__pytest-7236,0
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-24149,0
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-16450,0
20260217_mini-v2.0.0_deepseek-3-2-high/pylint-dev__pylint-6386,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13516,0
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14369,0
20250822_mini-v1.9.1_glm-4.5/django__django-14311,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11880,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-14122,0
20260217_mini-v2.0.0_glm-5-high/matplotlib__matplotlib-26342,0
20250822_mini-v1.9.1_glm-4.5/astropy__astropy-14508,0
20251209_mini-v1.17.2_devstral-2512/sphinx-doc__sphinx-9281,0
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-24026,0
20251209_mini-v1.17.2_devstral-2512/django__django-14539,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/psf__requests-5414,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/sympy__sympy-24443,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-12481,0
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-24443,0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,0
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-14087,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11163,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-12039,0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,0
20260217_mini-v2.0.0_glm-5-high/pydata__xarray-2905,0
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-3305,0
20251209_mini-v1.17.2_devstral-2512/sphinx-doc__sphinx-9711,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-11133,0
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-23534,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-15503,0
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-15349,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/scikit-learn__scikit-learn-10844,0
20251124_mini-v1.17.0_minimax-m2/django__django-13109,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-15572,0
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-9711,0
20260226_mini-v2.0.0_gemini-3-pro-high/scikit-learn__scikit-learn-11578,0
20260217_mini-v2.0.0_minimax-2-5-high/django__django-11815,0
20260226_mini-v2.0.0_gemini-3-pro-high/matplotlib__matplotlib-23412,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11999,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-16766,0
20260217_mini-v2.0.0_glm-5-high/django__django-15863,0
20260217_mini-v2.0.0_glm-5-high/django__django-12663,0
20251209_mini-v1.17.2_devstral-2512/django__django-15280,0
20251209_mini-v1.17.2_devstral-2512/django__django-13346,0
20251201_mini-v1.17.1_glm-4.6/django__django-15037,0
20260217_mini-v2.0.0_glm-5-high/django__django-11451,0
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-15976,0
20251201_mini-v1.17.1_glm-4.6/django__django-13028,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13837,0
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-24213,0
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24627,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sphinx-doc__sphinx-8551,0
20251209_mini-v1.17.2_devstral-2512/django__django-11066,0
20250822_mini-v1.9.1_glm-4.5/django__django-13401,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11141,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pytest-dev__pytest-7324,0
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-21379,0
20260217_mini-v2.0.0_minimax-2-5-high/django__django-15916,0
20260217_mini-v2.0.0_minimax-2-5-high/sphinx-doc__sphinx-8593,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22714,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/pytest-dev__pytest-7432,0
20251124_mini-v1.17.0_minimax-m2/pytest-dev__pytest-7236,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13028,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13974,0
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-12193,0
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-18189,0
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11292,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-16116,0
20260217_mini-v2.0.0_glm-5-high/django__django-15280,0
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14999,0
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-16886,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13449,0
20260217_mini-v2.0.0_minimax-2-5-high/django__django-13417,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13343,0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,0
20260217_mini-v2.0.0_glm-5-high/sphinx-doc__sphinx-8721,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/pydata__xarray-6461,0
20251201_mini-v1.17.1_glm-4.6/sphinx-doc__sphinx-8035,0
20251209_mini-v1.17.2_devstral-2512/django__django-12155,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-19495,0
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20801,0
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-13439,0
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-7889,0
20260217_mini-v2.0.0_kimi-k2-5-high/matplotlib__matplotlib-22719,0
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14349,0
20251209_mini-v1.17.2_devstral-small-2512/django__django-12262,0
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-23412,0
20251209_mini-v1.17.2_devstral-small-2512/django__django-16429,0
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13012,0
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-8035,0
20251209_mini-v1.17.2_devstral-small-2512/astropy__astropy-14309,0
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-15976,0
20260217_mini-v2.0.0_deepseek-3-2-high/pytest-dev__pytest-7205,1
20250822_mini-v1.9.1_glm-4.5/django__django-16032,1
20260217_mini-v2.0.0_glm-5-high/sympy__sympy-14248,1
20251209_mini-v1.17.2_devstral-2512/django__django-11433,1
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-14725,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/pylint-dev__pylint-6386,1
20260217_mini-v2.0.0_minimax-2-5-high/django__django-13212,1
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-12682,1
20251201_mini-v1.17.1_glm-4.6/scikit-learn__scikit-learn-12682,1
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14170,1
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-17630,1
20260217_mini-v2.0.0_kimi-k2-5-high/astropy__astropy-8872,1
20250726_mini-v1.0.0_gemini-2.5-pro/pydata__xarray-7229,1
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-14976,1
20260217_mini-v2.0.0_minimax-2-5-high/matplotlib__matplotlib-24870,1
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-24870,1
20251201_mini-v1.17.1_glm-4.6/sphinx-doc__sphinx-8551,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/sympy__sympy-20428,1
20251201_mini-v1.17.1_glm-4.6/matplotlib__matplotlib-20488,1
20251201_mini-v1.17.1_glm-4.6/django__django-15973,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-9258,1
20251209_mini-v1.17.2_devstral-small-2512/pytest-dev__pytest-7324,1
20251201_mini-v1.17.1_glm-4.6/astropy__astropy-8707,1
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-20438,1
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14011,1
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-12406,1
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-15973,1
20251124_mini-v1.17.0_minimax-m2/django__django-11728,1
20260217_mini-v2.0.0_kimi-k2-5-high/pylint-dev__pylint-8898,1
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-13212,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-13798,1
20251124_mini-v1.17.0_minimax-m2/django__django-12125,1
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-6599,1
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13925,1
20251209_mini-v1.17.2_devstral-small-2512/django__django-16631,1
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-25479,1
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-14170,1
20250822_mini-v1.9.1_glm-4.5/django__django-15563,1
20251201_mini-v1.17.1_glm-4.6/django__django-16560,1
20251209_mini-v1.17.2_devstral-2512/scikit-learn__scikit-learn-26194,1
20260217_mini-v2.0.0_gemini-3-flash-high/astropy__astropy-14369,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-16560,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/pydata__xarray-7229,1
20251124_mini-v1.17.0_minimax-m2/pylint-dev__pylint-4551,1
20251124_mini-v1.17.0_minimax-m2/django__django-15315,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-15916,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-16263,1
20250726_mini-v1.0.0_gemini-2.5-pro/sphinx-doc__sphinx-11510,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20438,1
20251209_mini-v1.17.2_devstral-small-2512/matplotlib__matplotlib-25960,1
20260217_mini-v2.0.0_gemini-3-flash-high/pytest-dev__pytest-7490,1
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-14087,1
20260226_mini-v2.0.0_gemini-3-pro-high/pytest-dev__pytest-6197,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-15973,1
20251124_mini-v1.17.0_minimax-m2/sphinx-doc__sphinx-7462,1
20260217_mini-v2.0.0_deepseek-3-2-high/astropy__astropy-14369,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/sphinx-doc__sphinx-8056,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-22080,1
20251209_mini-v1.17.2_devstral-2512/sympy__sympy-17318,1
20251209_mini-v1.17.2_devstral-small-2512/pydata__xarray-7229,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/astropy__astropy-8707,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/astropy__astropy-14182,1
20251209_mini-v1.17.2_devstral-small-2512/django__django-10880,1
20250822_mini-v1.9.1_glm-4.5/django__django-12273,1
20260217_mini-v2.0.0_glm-5-high/django__django-15629,1
20260217_mini-v2.0.0_kimi-k2-5-high/psf__requests-2931,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-18199,1
20250822_mini-v1.9.1_glm-4.5/django__django-12193,1
20251209_mini-v1.17.2_devstral-small-2512/django__django-16032,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-20916,1
20251124_mini-v1.17.0_minimax-m2/scikit-learn__scikit-learn-26194,1
20251124_mini-v1.17.0_minimax-m2/django__django-13212,1
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-20916,1
20251201_mini-v1.17.1_glm-4.6/pytest-dev__pytest-7490,1
20251209_mini-v1.17.2_devstral-2512/django__django-13344,1
20260217_mini-v2.0.0_glm-5-high/django__django-16454,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-13974,1
20260217_mini-v2.0.0_glm-5-high/django__django-11820,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-8265,1
20250822_mini-v1.9.1_glm-4.5/django__django-11265,1
20260217_mini-v2.0.0_kimi-k2-5-high/pylint-dev__pylint-6528,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-13344,1
20251209_mini-v1.17.2_devstral-small-2512/sympy__sympy-21596,1
20251209_mini-v1.17.2_devstral-2512/django__django-15128,1
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13964,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/matplotlib__matplotlib-24177,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-13195,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/django__django-14155,1
20260217_mini-v2.0.0_kimi-k2-5-high/matplotlib__matplotlib-24870,1
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-21930,1
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11734,1
20260217_mini-v2.0.0_gemini-3-flash-high/pylint-dev__pylint-8898,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22080,1
20260217_mini-v2.0.0_minimax-2-5-high/django__django-11087,1
20251201_mini-v1.17.1_glm-4.6/sympy__sympy-21612,1
20251209_mini-v1.17.2_devstral-small-2512/sympy__sympy-17318,1
20251201_mini-v1.17.1_glm-4.6/psf__requests-1766,1
20251124_mini-v1.17.0_minimax-m2/sympy__sympy-14248,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/psf__requests-1724,1
20250822_mini-v1.9.1_glm-4.5/django__django-15554,1
20250929_mini-v1.13.3_sonnet-4-5-20250929/django__django-15629,1
20250822_mini-v1.9.1_glm-4.5/django__django-13925,1
20251209_mini-v1.17.2_devstral-small-2512/django__django-12125,1
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-11815,1
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-12273,1
20251124_mini-v1.17.0_minimax-m2/django__django-15380,1
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-13878,1
20251209_mini-v1.17.2_devstral-small-2512/django__django-14725,1
20260226_mini-v2.0.0_gemini-3-pro-high/matplotlib__matplotlib-23476,1
20251124_mini-v1.17.0_minimax-m2/django__django-11964,1
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-12125,1
